z50	z69	2687158.03043101
z69	z50	2687158.03043101
z20	z68	2628795.3040416245
z68	z20	2628795.3040416245
z18	z36	2556128.0807058453
z36	z18	2556128.0807058453
z62	z68	2480071.147518788
z68	z62	2480071.147518788
z36	z75	2415293.522548737
z75	z36	2415293.522548737
z23	z72	2389990.075447925
z72	z23	2389990.075447925
z18	z68	2376171.9154680376
z68	z18	2376171.9154680376
z09	z95	2365839.672996864
z95	z09	2365839.672996864
z36	z68	2322866.423180602
z68	z36	2322866.423180602
z08	z94	2310810.294741507
z94	z08	2310810.294741507
z55	z61	2262212.3179049813
z61	z55	2262212.3179049813
z14	z81	2240443.360895767
z81	z14	2240443.360895767
z09	z66	2216587.139394708
z66	z09	2216587.139394708
z40	z43	2195832.7609117883
z43	z40	2195832.7609117883
z07	z45	2194381.062278914
z45	z07	2194381.062278914
z19	z92	2193668.9258448714
z92	z19	2193668.9258448714
z18	z67	2177869.5032204217
z67	z18	2177869.5032204217
z08	z64	2173555.655890501
z64	z08	2173555.655890501
z22	z45	2173216.156009148
z45	z22	2173216.156009148
z57	z61	2161509.169045357
z61	z57	2161509.169045357
z00	z96	2151371.476433444
z96	z00	2151371.476433444
z33	z67	2138332.3334389096
z67	z33	2138332.3334389096
z26	z64	2137104.566769812
z64	z26	2137104.566769812
z10	z57	2129637.7346262233
z57	z10	2129637.7346262233
z66	z94	2125029.841301997
z94	z66	2125029.841301997
z19	z64	2123681.0244796504
z64	z19	2123681.0244796504
z23	z43	2120132.348367047
z43	z23	2120132.348367047
z57	z74	2118634.8666074285
z74	z57	2118634.8666074285
z02	z90	2113454.529640257
z90	z02	2113454.529640257
z10	z36	2102063.9276972353
z36	z10	2102063.9276972353
z07	z50	2100245.9525885344
z50	z07	2100245.9525885344
z33	z68	2091274.8481071047
z68	z33	2091274.8481071047
z18	z33	2088609.823805749
z33	z18	2088609.823805749
z77	z81	2075698.0403987344
z81	z77	2075698.0403987344
z07	z15	2065712.3578016704
z15	z07	2065712.3578016704
z14	z61	2063840.8752081145
z61	z14	2063840.8752081145
z72	z89	2058295.3908920535
z89	z72	2058295.3908920535
z70	z92	2052700.5299305248
z92	z70	2052700.5299305248
z20	z36	2040752.176601503
z36	z20	2040752.176601503
z10	z14	2040426.4405027863
z14	z10	2040426.4405027863
z22	z43	2039602.1998105866
z43	z22	2039602.1998105866
z64	z94	2036922.9277050395
z94	z64	2036922.9277050395
z00	z72	2036381.0807017041
z72	z00	2036381.0807017041
z18	z20	2034368.6222149609
z20	z18	2034368.6222149609
z18	z26	2034276.9035617488
z26	z18	2034276.9035617488
z10	z55	2032005.5981005018
z55	z10	2032005.5981005018
z43	z72	2030467.774045178
z72	z43	2030467.774045178
z57	z67	2027441.1841499044
z67	z57	2027441.1841499044
z62	z90	2018157.6921849877
z90	z62	2018157.6921849877
z02	z15	2015752.515017011
z15	z02	2015752.515017011
z07	z70	2013079.8218895309
z70	z07	2013079.8218895309
z62	z67	2009352.6967211626
z67	z62	2009352.6967211626
z15	z50	2008743.6885159067
z50	z15	2008743.6885159067
z62	z66	2007797.7520169755
z66	z62	2007797.7520169755
z15	z66	2003095.3187557266
z66	z15	2003095.3187557266
z19	z62	2002609.2601736812
z62	z19	2002609.2601736812
z55	z87	2001476.6263008192
z87	z55	2001476.6263008192
z67	z68	1999360.533218813
z68	z67	1999360.533218813
z62	z87	1987622.3056776356
z87	z62	1987622.3056776356
z22	z97	1986330.9479918962
z97	z22	1986330.9479918962
z15	z62	1977114.560476489
z62	z15	1977114.560476489
z62	z64	1972399.2766969998
z64	z62	1972399.2766969998
z50	z80	1970266.391047556
z80	z50	1970266.391047556
z67	z77	1966146.39045612
z77	z67	1966146.39045612
z45	z70	1965064.8680481857
z70	z45	1965064.8680481857
z18	z19	1963688.2163536563
z19	z18	1963688.2163536563
z43	z97	1961119.9081771038
z97	z43	1961119.9081771038
z36	z57	1957863.166563757
z57	z36	1957863.166563757
z22	z23	1957020.4147727448
z23	z22	1957020.4147727448
z45	z96	1955312.1740462324
z96	z45	1955312.1740462324
z67	z74	1952127.2949347687
z74	z67	1952127.2949347687
z00	z07	1951739.2652779405
z07	z00	1951739.2652779405
z20	z77	1950992.6249234022
z77	z20	1950992.6249234022
z74	z92	1950684.9263919552
z92	z74	1950684.9263919552
z22	z72	1945560.3947412788
z72	z22	1945560.3947412788
z00	z10	1944727.9634182795
z10	z00	1944727.9634182795
z03	z19	1944477.2551053127
z19	z03	1944477.2551053127
z14	z64	1943423.905126064
z64	z14	1943423.905126064
z08	z19	1943041.9553489937
z19	z08	1943041.9553489937
z23	z45	1942584.181060676
z45	z23	1942584.181060676
z03	z92	1936540.3229017837
z92	z03	1936540.3229017837
z19	z31	1936326.2531626779
z31	z19	1936326.2531626779
z15	z90	1935584.0644456374
z90	z15	1935584.0644456374
z22	z24	1934323.7151063865
z24	z22	1934323.7151063865
z33	z75	1934008.046745582
z75	z33	1934008.046745582
z89	z90	1933341.7162742247
z90	z89	1933341.7162742247
z08	z14	1932807.7121545826
z14	z08	1932807.7121545826
z37	z77	1932400.476238866
z77	z37	1932400.476238866
z43	z89	1932396.9574930486
z89	z43	1932396.9574930486
z15	z77	1931892.3734901852
z77	z15	1931892.3734901852
z45	z72	1931622.6252741606
z72	z45	1931622.6252741606
z03	z14	1931039.4661017933
z14	z03	1931039.4661017933
z70	z80	1930128.6306886792
z80	z70	1930128.6306886792
z43	z96	1929809.2838538573
z96	z43	1929809.2838538573
z66	z95	1929046.0101476347
z95	z66	1929046.0101476347
z43	z45	1928173.1110312955
z45	z43	1928173.1110312955
z15	z67	1925273.69843834
z67	z15	1925273.69843834
z64	z67	1921939.423435597
z67	z64	1921939.423435597
z20	z99	1921409.459492968
z99	z20	1921409.459492968
z61	z62	1918729.848488189
z62	z61	1918729.848488189
z66	z68	1918140.4873671355
z68	z66	1918140.4873671355
z69	z95	1918125.5773708483
z95	z69	1918125.5773708483
z66	z67	1918122.3237769962
z67	z66	1918122.3237769962
z45	z69	1912632.8104207655
z69	z45	1912632.8104207655
z20	z75	1911487.3012931356
z75	z20	1911487.3012931356
z37	z43	1910487.7972424147
z43	z37	1910487.7972424147
z03	z89	1909743.2258718987
z89	z03	1909743.2258718987
z10	z75	1909675.2135011936
z75	z10	1909675.2135011936
z02	z57	1908675.802740132
z57	z02	1908675.802740132
z24	z97	1907564.88331504
z97	z24	1907564.88331504
z18	z97	1906311.4754404004
z97	z18	1906311.4754404004
z15	z69	1906285.81194292
z69	z15	1906285.81194292
z10	z96	1900268.7275183483
z96	z10	1900268.7275183483
z03	z57	1899859.436860391
z57	z03	1899859.436860391
z31	z64	1898368.732776298
z64	z31	1898368.732776298
z50	z88	1896853.8571444645
z88	z50	1896853.8571444645
z43	z88	1893392.6590631402
z88	z43	1893392.6590631402
z62	z94	1891345.2316439105
z94	z62	1891345.2316439105
z55	z57	1890844.2638955065
z57	z55	1890844.2638955065
z08	z92	1890007.4344510022
z92	z08	1890007.4344510022
z14	z90	1889123.2299626041
z90	z14	1889123.2299626041
z03	z33	1888879.6992856823
z33	z03	1888879.6992856823
z00	z47	1888751.824363361
z47	z00	1888751.824363361
z72	z88	1887303.3461567564
z88	z72	1887303.3461567564
z33	z36	1885964.3305078868
z36	z33	1885964.3305078868
z43	z99	1884582.255165204
z99	z43	1884582.255165204
z57	z62	1884425.5711466642
z62	z57	1884425.5711466642
z26	z33	1883947.5452816254
z33	z26	1883947.5452816254
z18	z75	1882927.5309640719
z75	z18	1882927.5309640719
z02	z24	1882547.6362468377
z24	z02	1882547.6362468377
z20	z33	1882469.2737469096
z33	z20	1882469.2737469096
z09	z81	1881648.9209568712
z81	z09	1881648.9209568712
z18	z66	1881575.6195960836
z66	z18	1881575.6195960836
z19	z68	1881223.8421561713
z68	z19	1881223.8421561713
z07	z80	1878464.9983911978
z80	z07	1878464.9983911978
z15	z95	1878397.8552090088
z95	z15	1878397.8552090088
z36	z67	1877999.2403020104
z67	z36	1877999.2403020104
z02	z14	1877699.365202733
z14	z02	1877699.365202733
z15	z87	1877063.8877352423
z87	z15	1877063.8877352423
z67	z95	1876014.3227821009
z95	z67	1876014.3227821009
z61	z90	1875786.1671799012
z90	z61	1875786.1671799012
z10	z81	1873472.6685390407
z81	z10	1873472.6685390407
z69	z88	1872524.10812882
z88	z69	1872524.10812882
z15	z70	1871108.0683594919
z70	z15	1871108.0683594919
z24	z66	1870253.5544897143
z66	z24	1870253.5544897143
z33	z43	1870114.4907912277
z43	z33	1870114.4907912277
z92	z99	1869844.8745901186
z99	z92	1869844.8745901186
z02	z37	1868283.740224503
z37	z02	1868283.740224503
z68	z87	1867964.3467648288
z87	z68	1867964.3467648288
z50	z62	1867813.992913049
z62	z50	1867813.992913049
z08	z89	1867701.6065709037
z89	z08	1867701.6065709037
z03	z43	1865721.417642046
z43	z03	1865721.417642046
z14	z77	1865388.6695287924
z77	z14	1865388.6695287924
z10	z88	1862652.8335139297
z88	z10	1862652.8335139297
z50	z89	1861179.243613484
z89	z50	1861179.243613484
z08	z09	1859003.5502620938
z09	z08	1859003.5502620938
z57	z75	1857549.7090405913
z75	z57	1857549.7090405913
z00	z45	1857039.7986555132
z45	z00	1857039.7986555132
z19	z90	1856653.1950151497
z90	z19	1856653.1950151497
z23	z88	1856547.9424231227
z88	z23	1856547.9424231227
z14	z75	1856185.4357549292
z75	z14	1856185.4357549292
z64	z87	1855931.1859057564
z87	z64	1855931.1859057564
z03	z45	1855924.162977202
z45	z03	1855924.162977202
z61	z68	1854638.4667444539
z68	z61	1854638.4667444539
z24	z43	1854480.5906652557
z43	z24	1854480.5906652557
z03	z61	1854377.6741572265
z61	z03	1854377.6741572265
z67	z87	1853985.1869651526
z87	z67	1853985.1869651526
z26	z66	1852835.748759338
z66	z26	1852835.748759338
z03	z62	1852627.9924611228
z62	z03	1852627.9924611228
z62	z69	1851428.445516387
z69	z62	1851428.445516387
z20	z62	1851307.9248218315
z62	z20	1851307.9248218315
z07	z82	1850451.105448069
z82	z07	1850451.105448069
z68	z94	1849312.1912912861
z94	z68	1849312.1912912861
z02	z74	1849307.3464647518
z74	z02	1849307.3464647518
z62	z99	1848856.3475178357
z99	z62	1848856.3475178357
z33	z97	1848592.503150309
z97	z33	1848592.503150309
z38	z62	1848506.2775319705
z62	z38	1848506.2775319705
z72	z97	1847075.371364136
z97	z72	1847075.371364136
z19	z26	1846665.842104365
z26	z19	1846665.842104365
z19	z94	1846091.216631209
z94	z19	1846091.216631209
z33	z94	1845239.1157756043
z94	z33	1845239.1157756043
z24	z90	1843259.8534286052
z90	z24	1843259.8534286052
z87	z92	1842264.046697297
z92	z87	1842264.046697297
z02	z95	1841524.8685204857
z95	z02	1841524.8685204857
z09	z15	1841129.5990331478
z15	z09	1841129.5990331478
z26	z62	1839128.522817178
z62	z26	1839128.522817178
z32	z96	1838790.1195396734
z96	z32	1838790.1195396734
z43	z92	1837074.3935006338
z92	z43	1837074.3935006338
z40	z45	1834549.489547268
z45	z40	1834549.489547268
z74	z75	1834483.728762606
z75	z74	1834483.728762606
z07	z87	1834479.3480683842
z87	z07	1834479.3480683842
z09	z64	1834176.5134699778
z64	z09	1834176.5134699778
z23	z89	1834031.5606911657
z89	z23	1834031.5606911657
z00	z55	1833622.462780063
z55	z00	1833622.462780063
z19	z97	1833145.5745147443
z97	z19	1833145.5745147443
z14	z62	1832871.1316562118
z62	z14	1832871.1316562118
z03	z87	1831503.8953761545
z87	z03	1831503.8953761545
z03	z74	1829883.392417376
z74	z03	1829883.392417376
z40	z87	1829640.1360259873
z87	z40	1829640.1360259873
z02	z10	1828799.1236603414
z10	z02	1828799.1236603414
z45	z88	1827004.394743083
z88	z45	1827004.394743083
z20	z90	1826809.7337285646
z90	z20	1826809.7337285646
z08	z31	1826522.3533926043
z31	z08	1826522.3533926043
z03	z55	1825388.5653803432
z55	z03	1825388.5653803432
z22	z37	1825285.8618573234
z37	z22	1825285.8618573234
z22	z96	1824092.2398288455
z96	z22	1824092.2398288455
z23	z97	1824012.2615489005
z97	z23	1824012.2615489005
z02	z38	1823121.0651782288
z38	z02	1823121.0651782288
z08	z26	1822576.1902664667
z26	z08	1822576.1902664667
z26	z97	1820742.1569347645
z97	z26	1820742.1569347645
z38	z90	1817112.1956131842
z90	z38	1817112.1956131842
z03	z90	1816709.9007965715
z90	z03	1816709.9007965715
z80	z92	1816475.1449112457
z92	z80	1816475.1449112457
z68	z75	1816219.8022213501
z75	z68	1816219.8022213501
z40	z72	1815818.760679601
z72	z40	1815818.760679601
z55	z90	1815378.7947590076
z90	z55	1815378.7947590076
z07	z55	1813454.0560465436
z55	z07	1813454.0560465436
z24	z95	1813386.5465382715
z95	z24	1813386.5465382715
z22	z92	1813332.0738217044
z92	z22	1813332.0738217044
z57	z97	1812959.412271112
z97	z57	1812959.412271112
z37	z74	1811968.2570008424
z74	z37	1811968.2570008424
z31	z37	1811904.8873291693
z37	z31	1811904.8873291693
z10	z26	1811423.3952136647
z26	z10	1811423.3952136647
z02	z97	1811390.5251080848
z97	z02	1811390.5251080848
z70	z82	1810903.4766640037
z82	z70	1810903.4766640037
z02	z67	1809889.9291135145
z67	z02	1809889.9291135145
z19	z20	1807966.0777753163
z20	z19	1807966.0777753163
z08	z80	1807892.4064260486
z80	z08	1807892.4064260486
z15	z16	1806395.2944137475
z16	z15	1806395.2944137475
z24	z74	1806265.8568083544
z74	z24	1806265.8568083544
z57	z87	1805122.1747328322
z87	z57	1805122.1747328322
z43	z74	1804729.2780005974
z74	z43	1804729.2780005974
z68	z90	1804719.413493816
z90	z68	1804719.413493816
z22	z82	1803863.0264868345
z82	z22	1803863.0264868345
z02	z62	1803546.4373276273
z62	z02	1803546.4373276273
z23	z92	1802951.1261007863
z92	z23	1802951.1261007863
z20	z24	1802221.4648765088
z24	z20	1802221.4648765088
z57	z90	1799896.602280531
z90	z57	1799896.602280531
z24	z26	1799573.1354746798
z26	z24	1799573.1354746798
z64	z92	1798698.9445241494
z92	z64	1798698.9445241494
z43	z81	1797041.6397532139
z81	z43	1797041.6397532139
z61	z87	1796912.0192839946
z87	z61	1796912.0192839946
z69	z74	1796460.1933225507
z74	z69	1796460.1933225507
z08	z67	1795992.723708631
z67	z08	1795992.723708631
z15	z45	1795702.3107217008
z45	z15	1795702.3107217008
z02	z55	1794450.3121326184
z55	z02	1794450.3121326184
z02	z40	1793272.2438752644
z40	z02	1793272.2438752644
z74	z97	1793200.1047738383
z97	z74	1793200.1047738383
z14	z92	1792860.4927952979
z92	z14	1792860.4927952979
z10	z68	1792432.0752141036
z68	z10	1792432.0752141036
z26	z68	1792134.174985433
z68	z26	1792134.174985433
z09	z31	1791280.1276557145
z31	z09	1791280.1276557145
z23	z96	1790382.4288669997
z96	z23	1790382.4288669997
z75	z97	1790340.384922217
z97	z75	1790340.384922217
z02	z61	1790179.4873651315
z61	z02	1790179.4873651315
z81	z96	1789652.1023776156
z96	z81	1789652.1023776156
z02	z70	1789630.5310838379
z70	z02	1789630.5310838379
z24	z45	1789464.3899346495
z45	z24	1789464.3899346495
z03	z94	1788691.9880185386
z94	z03	1788691.9880185386
z09	z62	1788642.5849512934
z62	z09	1788642.5849512934
z38	z97	1788488.331899735
z97	z38	1788488.331899735
z31	z62	1788214.1363946055
z62	z31	1788214.1363946055
z33	z62	1788021.6202787836
z62	z33	1788021.6202787836
z67	z90	1788010.4003743953
z90	z67	1788010.4003743953
z64	z90	1787985.4156788907
z90	z64	1787985.4156788907
z37	z99	1787183.6642188628
z99	z37	1787183.6642188628
z03	z99	1787173.1458716125
z99	z03	1787173.1458716125
z18	z32	1786908.4156515915
z32	z18	1786908.4156515915
z37	z90	1785856.3709706613
z90	z37	1785856.3709706613
z22	z32	1785841.6038235025
z32	z22	1785841.6038235025
z03	z40	1785650.1129004015
z40	z03	1785650.1129004015
z24	z62	1785416.0999265902
z62	z24	1785416.0999265902
z77	z87	1785111.808915676
z87	z77	1785111.808915676
z31	z77	1783937.3895520451
z77	z31	1783937.3895520451
z08	z50	1783398.6606020522
z50	z08	1783398.6606020522
z57	z68	1783249.7343206967
z68	z57	1783249.7343206967
z20	z67	1783230.2794298641
z67	z20	1783230.2794298641
z33	z66	1783220.4977964587
z66	z33	1783220.4977964587
z45	z74	1782764.8790226358
z74	z45	1782764.8790226358
z96	z97	1782316.1907319839
z97	z96	1782316.1907319839
z37	z38	1782082.5664531246
z38	z37	1782082.5664531246
z16	z50	1781760.423179516
z50	z16	1781760.423179516
z07	z16	1781687.3707287763
z16	z07	1781687.3707287763
z36	z74	1781578.4109700562
z74	z36	1781578.4109700562
z14	z74	1781527.055406836
z74	z14	1781527.055406836
z37	z72	1780749.7382359675
z72	z37	1780749.7382359675
z90	z99	1780624.6593885543
z99	z90	1780624.6593885543
z77	z90	1780341.219075871
z90	z77	1780341.219075871
z40	z55	1779969.2581628032
z55	z40	1779969.2581628032
z10	z77	1779520.201402484
z77	z10	1779520.201402484
z33	z90	1779100.4507032179
z90	z33	1779100.4507032179
z08	z55	1778057.2944265187
z55	z08	1778057.2944265187
z37	z45	1777335.4043932303
z45	z37	1777335.4043932303
z38	z74	1776026.4278267128
z74	z38	1776026.4278267128
z19	z33	1775281.7245774071
z33	z19	1775281.7245774071
z38	z40	1775223.1285892518
z40	z38	1775223.1285892518
z00	z89	1775220.3762232088
z89	z00	1775220.3762232088
z15	z57	1775001.6227404005
z57	z15	1775001.6227404005
z09	z69	1774950.688899689
z69	z09	1774950.688899689
z69	z94	1774566.9108447346
z94	z69	1774566.9108447346
z02	z64	1774449.5686475376
z64	z02	1774449.5686475376
z40	z90	1774105.7591649757
z90	z40	1774105.7591649757
z22	z74	1773921.0146204687
z74	z22	1773921.0146204687
z24	z75	1773570.1984051722
z75	z24	1773570.1984051722
z09	z94	1773291.2825801156
z94	z09	1773291.2825801156
z14	z57	1772420.2103056645
z57	z14	1772420.2103056645
z32	z72	1771882.323642138
z72	z32	1771882.323642138
z38	z99	1771803.3186988677
z99	z38	1771803.3186988677
z31	z92	1771129.493385866
z92	z31	1771129.493385866
z38	z77	1771004.0509866334
z77	z38	1771004.0509866334
z03	z70	1770398.92975528
z70	z03	1770398.92975528
z87	z90	1770335.1852827661
z90	z87	1770335.1852827661
z69	z70	1770273.5906567746
z70	z69	1770273.5906567746
z33	z74	1770186.3479103504
z74	z33	1770186.3479103504
z19	z24	1769572.7498146244
z24	z19	1769572.7498146244
z02	z87	1769508.5276204103
z87	z02	1769508.5276204103
z22	z69	1769166.4562465437
z69	z22	1769166.4562465437
z62	z95	1768900.714529896
z95	z62	1768900.714529896
z32	z97	1768392.4100923387
z97	z32	1768392.4100923387
z24	z32	1768384.0538032446
z32	z24	1768384.0538032446
z09	z40	1767707.936864544
z40	z09	1767707.936864544
z33	z40	1767698.3010174083
z40	z33	1767698.3010174083
z38	z43	1767451.3276835305
z43	z38	1767451.3276835305
z66	z90	1767032.8849525526
z90	z66	1767032.8849525526
z40	z89	1766935.3705600859
z89	z40	1766935.3705600859
z23	z37	1766908.233259478
z37	z23	1766908.233259478
z22	z70	1766893.9946202368
z70	z22	1766893.9946202368
z23	z40	1766686.3482287177
z40	z23	1766686.3482287177
z82	z91	1765710.1174456396
z91	z82	1765710.1174456396
z32	z36	1765284.126162829
z36	z32	1765284.126162829
z19	z87	1765242.1206752912
z87	z19	1765242.1206752912
z72	z96	1765214.223054137
z96	z72	1765214.223054137
z02	z92	1765070.5796754656
z92	z02	1765070.5796754656
z82	z96	1764950.2614341842
z96	z82	1764950.2614341842
z02	z19	1764123.7403815088
z19	z02	1764123.7403815088
z20	z32	1763878.461716807
z32	z20	1763878.461716807
z15	z74	1763599.870357203
z74	z15	1763599.870357203
z45	z82	1763572.555135452
z82	z45	1763572.555135452
z40	z99	1763299.2443416272
z99	z40	1763299.2443416272
z15	z75	1762486.8278691215
z75	z15	1762486.8278691215
z47	z89	1762408.1860861124
z89	z47	1762408.1860861124
z14	z37	1762053.3729287954
z37	z14	1762053.3729287954
z38	z69	1760973.8610399526
z69	z38	1760973.8610399526
z61	z99	1760898.8192400823
z99	z61	1760898.8192400823
z55	z64	1760856.8212985634
z64	z55	1760856.8212985634
z16	z77	1760779.370565561
z77	z16	1760779.370565561
z03	z22	1760773.241712052
z22	z03	1760773.241712052
z70	z74	1760702.3917008732
z74	z70	1760702.3917008732
z70	z88	1759841.224026566
z88	z70	1759841.224026566
z26	z31	1759780.2657193888
z31	z26	1759780.2657193888
z38	z95	1759384.352717454
z95	z38	1759384.352717454
z69	z80	1759355.5193178896
z80	z69	1759355.5193178896
z50	z87	1759108.4720743105
z87	z50	1759108.4720743105
z07	z32	1759014.6701465745
z32	z07	1759014.6701465745
z14	z43	1758908.4118480214
z43	z14	1758908.4118480214
z91	z97	1758764.3599910203
z97	z91	1758764.3599910203
z32	z91	1758516.099458435
z91	z32	1758516.099458435
z02	z94	1758487.3069487936
z94	z02	1758487.3069487936
z33	z57	1758162.4234533482
z57	z33	1758162.4234533482
z03	z20	1757107.3581400525
z20	z03	1757107.3581400525
z14	z38	1757060.16084221
z38	z14	1757060.16084221
z62	z92	1756978.6434886688
z92	z62	1756978.6434886688
z33	z95	1756978.128423258
z95	z33	1756978.128423258
z26	z90	1756931.0642562008
z90	z26	1756931.0642562008
z23	z32	1756571.5113479556
z32	z23	1756571.5113479556
z90	z94	1756467.6328416346
z94	z90	1756467.6328416346
z10	z90	1755668.0201695021
z90	z10	1755668.0201695021
z24	z37	1755645.0758146637
z37	z24	1755645.0758146637
z03	z75	1755238.1669552897
z75	z03	1755238.1669552897
z15	z64	1755088.3654372918
z64	z15	1755088.3654372918
z22	z91	1755080.259866958
z91	z22	1755080.259866958
z70	z77	1754129.1276903169
z77	z70	1754129.1276903169
z10	z87	1753920.050116805
z87	z10	1753920.050116805
z32	z43	1753831.4998883423
z43	z32	1753831.4998883423
z37	z69	1753794.6343570778
z69	z37	1753794.6343570778
z45	z97	1753347.3976276466
z97	z45	1753347.3976276466
z38	z94	1753237.6938147747
z94	z38	1753237.6938147747
z09	z43	1752128.937652789
z43	z09	1752128.937652789
z02	z26	1751829.4847434335
z26	z02	1751829.4847434335
z09	z50	1751675.9349783014
z50	z09	1751675.9349783014
z24	z99	1751606.3601850662
z99	z24	1751606.3601850662
z19	z38	1750822.9944797892
z38	z19	1750822.9944797892
z20	z66	1750728.4816528372
z66	z20	1750728.4816528372
z38	z57	1750547.8919514443
z57	z38	1750547.8919514443
z00	z81	1750542.7852556778
z81	z00	1750542.7852556778
z66	z69	1750486.2606013606
z69	z66	1750486.2606013606
z03	z64	1750371.687045396
z64	z03	1750371.687045396
z40	z64	1750061.0763443566
z64	z40	1750061.0763443566
z20	z69	1749828.3111884708
z69	z20	1749828.3111884708
z02	z66	1749569.4044449218
z66	z02	1749569.4044449218
z89	z92	1749331.923778358
z92	z89	1749331.923778358
z70	z91	1748793.5328357501
z91	z70	1748793.5328357501
z26	z36	1748617.0955765264
z36	z26	1748617.0955765264
z31	z94	1748530.8148516286
z94	z31	1748530.8148516286
z36	z97	1748309.4257724944
z97	z36	1748309.4257724944
z15	z40	1747853.3485056052
z40	z15	1747853.3485056052
z18	z69	1746908.6840351194
z69	z18	1746908.6840351194
z10	z62	1746611.3209390438
z62	z10	1746611.3209390438
z88	z96	1746374.1180502851
z96	z88	1746374.1180502851
